event_name,commonName,version,catalog.shortName,GPS,reference,jsonurl,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_1_source_unit,mass_2_source,mass_2_source_lower,mass_2_source_upper,mass_2_source_unit,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,network_matched_filter_snr_unit,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,luminosity_distance_unit,chi_eff,chi_eff_lower,chi_eff_upper,chi_eff_unit,total_mass_source,total_mass_source_lower,total_mass_source_upper,total_mass_source_unit,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass_source_unit,chirp_mass,chirp_mass_lower,chirp_mass_upper,chirp_mass_unit,redshift,redshift_lower,redshift_upper,redshift_unit,far,far_lower,far_upper,far_unit,p_astro,p_astro_lower,p_astro_upper,p_astro_unit,final_mass_source,final_mass_source_lower,final_mass_source_upper,final_mass_source_unit
GW190728_064510-v3,GW190728_064510,3,IAS-O3a,1248331528.5,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190728_064510/v3,16.0,-6.0,14.0,M_sun,7.0,-3.0,3.0,M_sun,13.0,,,,900.0,-400.0,500.0,Mpc,0.2,-0.2,0.5,,23.0,-4.0,11.0,M_sun,8.7,-0.6,0.7,M_sun,10.1,-0.3,0.8,M_sun,0.17,-0.07,0.09,,0.001,,,1/yr,1.0,,,,,,,
GW190727_060333-v1,GW190727_060333,1,GWTC-2,1248242632.0,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190727_060333/v1,38.0,-6.2,9.5,M_sun,29.4,-8.4,7.1,M_sun,12.29941092425987,,,,3300.0,-1500.0,1540.0,Mpc,0.11,-0.25,0.26,,67.1,-8.0,11.7,M_sun,28.6,-3.7,5.3,M_sun,44.7,-5.7,5.3,M_sun,0.55,-0.22,0.21,,1e-05,,,1/yr,1.0,,,,63.8,-7.5,10.9,M_sun
GW190727_060333-v2,GW190727_060333,2,GWTC-2.1-confident,1248242631.9,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2,38.9,-6.0,8.9,M_sun,30.2,-8.3,6.5,M_sun,11.7,-0.5,0.2,,3070.0,-1230.0,1300.0,Mpc,0.09,-0.27,0.25,,68.8,-7.8,10.2,M_sun,29.4,-3.7,4.6,M_sun,,,,,0.52,-0.18,0.18,,1e-05,,,1/yr,1.0,,,,65.4,-7.3,9.5,M_sun
GW190727_060333-v3,GW190727_060333,3,IAS-O3a,1248242632.0,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190727_060333/v3,38.0,-6.0,80.0,M_sun,29.0,-14.0,11.0,M_sun,11.7,,,,3300.0,-1900.0,2400.0,Mpc,0.1,-0.8,0.4,,67.0,-9.0,83.0,M_sun,28.0,-5.0,21.0,M_sun,45.0,-14.0,46.0,M_sun,0.6,-0.3,0.3,,0.001,,,1/yr,1.0,,,,,,,
GW190725_174728-v1,GW190725_174728,1,GWTC-2.1-confident,1248112066.4,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190725_174728/v1,11.8,-3.0,10.1,M_sun,6.3,-2.5,2.1,M_sun,9.1,-0.7,0.4,,1030.0,-430.0,520.0,Mpc,-0.04,-0.16,0.36,,18.3,-1.9,7.4,M_sun,7.4,-0.5,0.5,M_sun,,,,,0.2,-0.08,0.09,,0.46,,,1/yr,0.96021,,,,17.6,-1.8,7.7,M_sun
GW190725_174728-v2,GW190725_174728,2,IAS-O3a,1248112066.4,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190725_174728/v2,13.0,-4.0,30.0,M_sun,5.0,-3.0,3.0,M_sun,9.51,,,,1100.0,-500.0,1100.0,Mpc,0.1,-0.4,0.6,,19.0,-3.0,27.0,M_sun,7.5,-1.0,0.6,M_sun,9.0,-0.4,0.6,M_sun,0.21,-0.08,0.19,,0.029000000000000005,,,1/yr,0.96,,,,,,,
GW190720_000836-v1,GW190720_000836,1,GWTC-2,1247616534.7,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190720_000836/v1,13.4,-3.0,6.7,M_sun,7.8,-2.2,2.3,M_sun,11.6960978153441,,,,790.0,-320.0,690.0,Mpc,0.18,-0.12,0.14,,21.5,-2.3,4.3,M_sun,8.9,-0.8,0.5,M_sun,10.4,-0.1,0.2,M_sun,0.16,-0.06,0.12,,1e-05,,,1/yr,1.0,,,,20.4,-2.2,4.5,M_sun
GW190720_000836-v2,GW190720_000836,2,GWTC-2.1-confident,1247616534.7,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190720_000836/v2,14.2,-3.3,5.6,M_sun,7.5,-1.8,2.2,M_sun,10.9,-0.8,0.3,,770.0,-260.0,650.0,Mpc,0.19,-0.11,0.14,,21.8,-2.0,3.8,M_sun,9.0,-0.8,0.4,M_sun,,,,,0.16,-0.05,0.11,,1e-05,,,1/yr,1.0,,,,20.8,-2.0,3.9,M_sun
GW190720_000836-v3,GW190720_000836,3,IAS-O3a,1247616534.6,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190720_000836/v3,17.0,-7.0,13.0,M_sun,6.0,-3.0,3.0,M_sun,10.3,,,,1100.0,-500.0,2000.0,Mpc,0.3,-0.5,0.4,,23.0,-5.0,11.0,M_sun,8.6,-1.7,0.7,M_sun,10.4,-0.5,0.9,M_sun,0.21,-0.08,0.32,,0.001,,,1/yr,1.0,,,,,,,
GW190719_215514-v1,GW190719_215514,1,GWTC-2,1247608532.9,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190719_215514/v1,36.5,-10.3,18.0,M_sun,20.8,-7.2,9.0,M_sun,7.993907515410997,,,,3940.0,-2000.0,2590.0,Mpc,0.32,-0.31,0.29,,57.8,-10.7,18.3,M_sun,23.5,-4.0,6.5,M_sun,38.7,-6.6,9.2,M_sun,0.64,-0.29,0.33,,1.559222128828275,,,1/yr,0.81555,,,,54.9,-10.2,17.3,M_sun
GW190719_215514-v2,GW190719_215514,2,GWTC-2.1-confident,1247608532.9,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190719_215514/v2,36.6,-11.1,42.1,M_sun,19.9,-9.3,10.0,M_sun,7.9,-0.7,0.3,,3730.0,-2070.0,3120.0,Mpc,0.25,-0.32,0.33,,57.2,-11.6,38.4,M_sun,22.8,-4.3,8.3,M_sun,,,,,0.61,-0.3,0.39,,0.63,,,1/yr,0.91976,,,,54.5,-11.1,38.3,M_sun
GW190719_215514-v3,GW190719_215514,3,IAS-O3a,1247608532.9,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190719_215514/v3,60.0,-30.0,60.0,M_sun,25.0,-15.0,21.0,M_sun,8.38,,,,6000.0,-4000.0,9000.0,Mpc,0.6,-1.0,0.4,,90.0,-40.0,50.0,M_sun,31.0,-11.0,21.0,M_sun,60.0,-30.0,50.0,M_sun,0.9,-0.5,1.0,,0.12,,,1/yr,0.9,,,,,,,
GW190718_160159-v1,GW190718_160159,1,IAS-O3a,1247500937.3,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190718_160159/v1,11.0,-3.0,14.0,M_sun,6.3,-4.3,1.9,M_sun,8.43,,,,1500.0,-700.0,7900.0,Mpc,0.7,-0.8,0.2,,17.0,-3.0,11.0,M_sun,7.1,-3.1,0.7,M_sun,9.1,-0.7,0.6,M_sun,0.28,-0.11,1.03,,2.1,,,1/yr,0.53,,,,,,,
GW190711_030756-v1,GW190711_030756,1,IAS-O3a,1246849694.6,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190711_030756/v1,90.0,-50.0,60.0,M_sun,20.0,-9.0,25.0,M_sun,8.97,,,,2500.0,-1300.0,4300.0,Mpc,0.3,-0.8,0.6,,120.0,-50.0,50.0,M_sun,33.0,-8.0,28.0,M_sun,47.0,-13.0,60.0,M_sun,0.4,-0.2,0.6,,0.09,,,1/yr,0.93,,,,,,,
GW190708_232457-v1,GW190708_232457,1,GWTC-2,1246663515.4,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190708_232457/v1,17.6,-2.3,4.7,M_sun,13.2,-2.7,2.0,M_sun,13.07130069939341,,,,880.0,-390.0,330.0,Mpc,0.02,-0.08,0.1,,30.9,-1.8,2.5,M_sun,13.2,-0.6,0.9,M_sun,15.5,-0.2,0.3,M_sun,0.18,-0.07,0.06,,2.8252506364808675e-05,,,1/yr,0.999988,,,,29.5,-1.8,2.5,M_sun
GW190708_232457-v2,GW190708_232457,2,GWTC-2.1-confident,1246663515.3,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190708_232457/v2,19.8,-4.3,4.3,M_sun,11.6,-2.0,3.1,M_sun,13.4,-0.3,0.2,,930.0,-390.0,310.0,Mpc,0.05,-0.1,0.1,,31.4,-2.2,2.8,M_sun,13.1,-0.6,0.9,M_sun,,,,,0.19,-0.07,0.06,,0.00031,,,1/yr,0.99965,,,,30.1,-2.1,2.9,M_sun
GW190707_093326-v1,GW190707_093326,1,GWTC-2,1246527224.2,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190707_093326/v1,11.6,-1.7,3.3,M_sun,8.4,-1.7,1.4,M_sun,12.97817936002082,,,,770.0,-370.0,380.0,Mpc,-0.05,-0.08,0.1,,20.1,-1.3,1.9,M_sun,8.5,-0.5,0.6,M_sun,9.89,-0.09,0.1,M_sun,0.16,-0.07,0.07,,1e-05,,,1/yr,1.0,,,,19.2,-1.3,1.9,M_sun
GW190707_093326-v2,GW190707_093326,2,GWTC-2.1-confident,1246527224.1,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190707_093326/v2,12.1,-2.0,2.6,M_sun,7.9,-1.3,1.6,M_sun,13.1,-0.4,0.2,,850.0,-400.0,340.0,Mpc,-0.04,-0.09,0.1,,20.1,-1.2,1.7,M_sun,8.4,-0.4,0.6,M_sun,,,,,0.17,-0.08,0.06,,1e-05,,,1/yr,1.0,,,,19.2,-1.2,1.7,M_sun
GW190707_093326-v3,GW190707_093326,3,IAS-O3a,1246527224.1,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190707_093326/v3,11.5,-1.8,16.4,M_sun,8.3,-4.6,1.4,M_sun,12.7,,,,800.0,-300.0,600.0,Mpc,-0.08,-0.16,0.59,,20.0,-1.4,11.8,M_sun,8.5,-0.7,0.6,M_sun,9.8,-0.3,0.8,M_sun,0.17,-0.07,0.09,,0.001,,,1/yr,1.0,,,,,,,
GW190707_083226-v1,GW190707_083226,1,IAS-O3a,1246523564.9,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190707_083226/v1,52.0,-14.0,78.0,M_sun,32.0,-19.0,15.0,M_sun,8.28,,,,4000.0,-2000.0,5000.0,Mpc,-0.2,-0.7,0.8,,85.0,-18.0,73.0,M_sun,35.0,-10.0,16.0,M_sun,60.0,-20.0,40.0,M_sun,0.6,-0.3,0.6,,0.043,,,1/yr,0.94,,,,,,,
GW190706_222641-v1,GW190706_222641,1,GWTC-2,1246487219.3,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190706_222641/v1,67.0,-16.2,14.6,M_sun,38.2,-13.3,14.6,M_sun,12.653616083950073,,,,4420.0,-1930.0,2590.0,Mpc,0.28,-0.29,0.26,,104.1,-13.9,20.2,M_sun,42.7,-7.0,10.0,M_sun,75.1,-17.5,11.0,M_sun,0.71,-0.27,0.32,,1e-05,,,1/yr,1.0,,,,99.0,-13.5,18.3,M_sun
GW190706_222641-v2,GW190706_222641,2,GWTC-2.1-confident,1246487219.3,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190706_222641/v2,74.0,-16.9,20.1,M_sun,39.4,-15.4,18.4,M_sun,13.4,-0.4,0.2,,3630.0,-2000.0,2600.0,Mpc,0.28,-0.31,0.25,,112.6,-16.8,27.4,M_sun,45.6,-9.1,13.0,M_sun,,,,,0.6,-0.29,0.33,,5e-05,,,1/yr,1.0,,,,107.3,-15.9,25.2,M_sun
GW190706_222641-v3,GW190706_222641,3,IAS-O3a,1246487219.3,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190706_222641/v3,67.0,-17.0,103.0,M_sun,38.0,-20.0,20.0,M_sun,13.1,,,,5000.0,-3000.0,3000.0,Mpc,0.4,-1.0,0.3,,104.0,-15.0,107.0,M_sun,42.0,-10.0,25.0,M_sun,80.0,-30.0,40.0,M_sun,0.8,-0.5,0.4,,0.001,,,1/yr,1.0,,,,,,,
GW190704_104834-v1,GW190704_104834,1,IAS-O3a,1246272532.7,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190704_104834/v1,7.0,-2.0,9.0,M_sun,3.1,-2.3,1.4,M_sun,8.89,,,,500.0,-190.0,10520.0,Mpc,0.2,-0.6,0.4,,10.0,-2.0,8.0,M_sun,4.13,-2.29,0.16,M_sun,4.56,-0.07,0.1,M_sun,0.1,-0.03,1.38,,0.35,,,1/yr,0.81,,,,,,,
GW190701_203306-v1,GW190701_203306,1,GWTC-2,1246048404.6,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190701_203306/v1,53.9,-8.0,11.8,M_sun,40.8,-12.0,8.7,M_sun,11.58996006414267,,,,2060.0,-730.0,760.0,Mpc,-0.07,-0.29,0.23,,94.3,-9.5,12.1,M_sun,40.3,-4.9,5.4,M_sun,55.5,-8.1,7.3,M_sun,0.37,-0.12,0.11,,0.010861368605368522,,,1/yr,0.997879,,,,90.2,-8.9,11.3,M_sun
GW190701_203306-v2,GW190701_203306,2,GWTC-2.1-confident,1246048404.5,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190701_203306/v2,54.1,-8.0,12.6,M_sun,40.5,-12.1,8.7,M_sun,11.2,-0.4,0.2,,2090.0,-740.0,770.0,Mpc,-0.08,-0.31,0.23,,94.3,-9.5,12.0,M_sun,40.2,-5.0,5.4,M_sun,,,,,0.38,-0.12,0.11,,0.0057,,,1/yr,0.99986,,,,90.2,-8.9,11.2,M_sun
GW190630_185205-v1,GW190630_185205,1,GWTC-2,1245955943.2,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190630_185205/v1,35.1,-5.6,6.9,M_sun,23.7,-5.1,5.2,M_sun,15.64051208963232,,,,890.0,-370.0,560.0,Mpc,0.1,-0.13,0.12,,59.1,-4.8,4.6,M_sun,24.9,-2.1,2.1,M_sun,29.4,-1.5,1.6,M_sun,0.18,-0.07,0.1,,1e-05,,,1/yr,1.0,,,,56.4,-4.6,4.4,M_sun
GW190630_185205-v2,GW190630_185205,2,GWTC-2.1-confident,1245955943.1,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190630_185205/v2,35.1,-5.5,6.5,M_sun,24.0,-5.2,5.5,M_sun,16.4,-0.3,0.2,,870.0,-360.0,530.0,Mpc,0.1,-0.13,0.14,,59.4,-4.8,4.7,M_sun,25.1,-2.1,2.2,M_sun,,,,,0.18,-0.07,0.09,,1e-05,,,1/yr,1.0,,,,56.6,-4.5,4.4,M_sun
GW190620_030421-v1,GW190620_030421,1,GWTC-2,1245035079.3,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190620_030421/v1,57.1,-12.7,16.0,M_sun,35.5,-12.3,12.2,M_sun,10.91846314686192,,,,2810.0,-1310.0,1680.0,Mpc,0.33,-0.25,0.22,,92.1,-13.1,18.5,M_sun,38.3,-6.5,8.3,M_sun,57.5,-11.2,9.0,M_sun,0.49,-0.2,0.23,,0.0029209383726319974,,,1/yr,0.999133,,,,87.2,-12.1,16.8,M_sun
GW190620_030421-v2,GW190620_030421,2,GWTC-2.1-confident,1245035079.3,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190620_030421/v2,58.0,-13.3,19.2,M_sun,35.0,-14.5,13.1,M_sun,12.1,-0.4,0.3,,2910.0,-1320.0,1710.0,Mpc,0.34,-0.29,0.22,,92.7,-13.2,18.5,M_sun,38.1,-7.2,8.5,M_sun,,,,,0.5,-0.2,0.23,,0.011,,,1/yr,0.98748,,,,88.0,-12.4,17.2,M_sun
GW190602_175927-v1,GW190602_175927,1,GWTC-2,1243533585.1,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190602_175927/v1,69.1,-13.0,15.7,M_sun,47.8,-17.4,14.3,M_sun,12.13087548611321,,,,2690.0,-1120.0,1790.0,Mpc,0.07,-0.24,0.25,,116.3,-15.6,19.0,M_sun,49.1,-8.5,9.1,M_sun,72.9,-13.7,10.8,M_sun,0.47,-0.17,0.25,,1.1478437256536947e-05,,,1/yr,0.999994,,,,110.9,-14.9,17.7,M_sun
GW190602_175927-v2,GW190602_175927,2,GWTC-2.1-confident,1243533585.0,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190602_175927/v2,71.8,-14.6,18.1,M_sun,44.8,-19.6,15.5,M_sun,13.2,-0.3,0.2,,2840.0,-1280.0,1930.0,Mpc,0.12,-0.28,0.25,,115.6,-14.8,19.2,M_sun,48.0,-9.7,9.5,M_sun,,,,,0.49,-0.2,0.26,,1e-05,,,1/yr,1.0,,,,110.5,-13.9,17.9,M_sun
GW190602_175927-v3,GW190602_175927,3,IAS-O3a,1243533585.1,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190602_175927/v3,73.0,-17.0,98.0,M_sun,44.0,-25.0,19.0,M_sun,12.4,,,,3000.0,-1900.0,2600.0,Mpc,0.2,-0.9,0.4,,120.0,-20.0,90.0,M_sun,49.0,-14.0,21.0,M_sun,80.0,-40.0,30.0,M_sun,0.5,-0.3,0.4,,0.001,,,1/yr,1.0,,,,,,,
GW190531_023648-v1,GW190531_023648,1,GWTC-2.1-marginal,1243305426.3,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-marginal/GW190531_023648/v1,,,,,,,,,9.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,1/yr,,,,,,,,
GW190527_092055-v1,GW190527_092055,1,GWTC-2,1242984073.8,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190527_092055/v1,36.5,-9.0,16.4,M_sun,22.6,-8.1,10.5,M_sun,8.867476217742222,,,,2490.0,-1240.0,2480.0,Mpc,0.11,-0.28,0.28,,59.1,-9.8,21.3,M_sun,24.3,-4.2,9.1,M_sun,34.9,-5.5,21.7,M_sun,0.44,-0.2,0.34,,0.062270351314133505,,,1/yr,0.988513,,,,56.4,-9.3,20.2,M_sun
GW190527_092055-v2,GW190527_092055,2,GWTC-2.1-confident,1242984073.7,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190527_092055/v2,35.6,-8.0,18.7,M_sun,22.2,-8.7,9.0,M_sun,8.0,-0.9,0.4,,2520.0,-1230.0,2080.0,Mpc,0.1,-0.22,0.22,,58.1,-8.8,18.1,M_sun,23.9,-3.9,6.8,M_sun,,,,,0.44,-0.19,0.29,,0.23,,,1/yr,0.84784,,,,55.5,-8.5,17.9,M_sun
GW190527_092055-v3,GW190527_092055,3,IAS-O3a,1242984073.8,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190527_092055/v3,39.0,-11.0,70.0,M_sun,24.0,-13.0,17.0,M_sun,8.62,,,,3100.0,-1700.0,5200.0,Mpc,0.3,-0.8,0.4,,63.0,-13.0,74.0,M_sun,26.0,-6.0,21.0,M_sun,38.0,-10.0,50.0,M_sun,0.5,-0.2,0.7,,0.093,,,1/yr,0.92,,,,,,,
GW190521_074359-v1,GW190521_074359,1,GWTC-2,1242459857.5,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190521_074359/v1,42.2,-4.8,5.9,M_sun,32.8,-6.4,5.4,M_sun,24.67251912553722,,,,1240.0,-570.0,400.0,Mpc,0.09,-0.13,0.1,,74.7,-4.8,7.0,M_sun,32.1,-2.5,3.2,M_sun,39.8,-3.0,2.2,M_sun,0.24,-0.1,0.07,,1e-05,,,1/yr,1.0,,,,71.0,-4.4,6.5,M_sun
GW190521_074359-v2,GW190521_074359,2,GWTC-2.1-confident,1242459857.4,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190521_074359/v2,43.4,-5.5,5.8,M_sun,33.4,-6.8,5.2,M_sun,25.9,-0.2,0.1,,1080.0,-530.0,580.0,Mpc,0.1,-0.13,0.13,,76.3,-5.9,7.0,M_sun,32.8,-2.8,3.2,M_sun,,,,,0.21,-0.1,0.1,,1e-05,,,1/yr,1.0,,,,72.6,-5.4,6.5,M_sun
GW190521_074359-v3,GW190521_074359,3,IAS-O3a,1242459857.4,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190521_074359/v3,43.0,-6.0,80.0,M_sun,35.0,-17.0,8.0,M_sun,24.0,,,,1000.0,-500.0,800.0,Mpc,0.1,-0.7,0.4,,78.0,-11.0,86.0,M_sun,33.0,-7.0,23.0,M_sun,40.0,-10.0,35.0,M_sun,0.21,-0.1,0.13,,0.001,,,1/yr,1.0,,,,,,,
GW190521-v1,GW190521,1,O3_Discovery_Papers,1242442967.4,/o3_eventdata_docs/,https://gwosc.org/eventapi/json/O3_Discovery_Papers/GW190521/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW190521-v2,GW190521,2,O3_Discovery_Papers,1242442967.4,/o3_eventdata_docs/,https://gwosc.org/eventapi/json/O3_Discovery_Papers/GW190521/v2,85.0,-14.0,21.0,,66.0,-18.0,17.0,,14.6,-0.4,0.4,,5300.0,-2600.0,2400.0,,0.08,-0.36,0.27,,150.0,-17.0,29.0,,64.0,-8.0,13.0,,117.0,-14.0,12.0,,0.82,-0.34,0.28,,,,,,,,,,,,,
GW190521-v3,GW190521,3,GWTC-2,1242442967.4,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190521/v3,95.3,-18.9,28.7,M_sun,69.0,-23.1,22.7,M_sun,14.376046048896756,,,,3920.0,-1950.0,2190.0,Mpc,0.03,-0.39,0.32,,163.9,-23.5,39.2,M_sun,69.2,-10.6,17.0,M_sun,114.8,-17.6,15.2,M_sun,0.64,-0.28,0.28,,0.0002039635028,,,1/yr,0.999624,,,,156.3,-22.4,36.8,M_sun
GW190521_030229-v4,GW190521,4,GWTC-2.1-confident,1242442967.4,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190521/v4,98.4,-21.7,33.6,M_sun,57.2,-30.1,27.1,M_sun,14.3,-0.4,0.5,,3310.0,-1800.0,2790.0,Mpc,-0.14,-0.45,0.5,,153.1,-16.2,42.2,M_sun,63.3,-14.6,19.6,M_sun,,,,,0.56,-0.27,0.36,,0.0013,,,1/yr,0.99989,,,,147.4,-16.0,40.0,M_sun
GW190519_153544-v1,GW190519_153544,1,GWTC-2,1242315362.4,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190519_153544/v1,66.0,-12.0,10.7,M_sun,40.5,-11.1,11.0,M_sun,13.952630576346527,,,,2530.0,-920.0,1830.0,Mpc,0.31,-0.22,0.2,,106.6,-14.8,13.5,M_sun,44.5,-7.1,6.4,M_sun,65.1,-10.3,7.7,M_sun,0.44,-0.14,0.25,,1e-05,,,1/yr,1.0,,,,101.0,-13.8,12.4,M_sun
GW190519_153544-v2,GW190519_153544,2,GWTC-2.1-confident,1242315362.3,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190519_153544/v2,65.1,-11.0,10.8,M_sun,40.8,-12.7,11.5,M_sun,15.9,-0.3,0.2,,2600.0,-960.0,1720.0,Mpc,0.33,-0.24,0.2,,105.6,-13.9,14.4,M_sun,44.3,-7.5,6.8,M_sun,,,,,0.45,-0.15,0.24,,1e-05,,,1/yr,1.0,,,,100.0,-12.9,13.0,M_sun
GW190519_153544-v3,GW190519_153544,3,IAS-O3a,1242315362.4,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190519_153544/v3,62.0,-14.0,93.0,M_sun,41.0,-23.0,14.0,M_sun,14.5,,,,3000.0,-1600.0,3000.0,Mpc,0.4,-1.0,0.3,,103.0,-19.0,92.0,M_sun,43.0,-13.0,19.0,M_sun,70.0,-30.0,40.0,M_sun,0.5,-0.2,0.4,,0.001,,,1/yr,1.0,,,,,,,
GW190517_055101-v1,GW190517_055101,1,GWTC-2,1242107479.8,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190517_055101/v1,37.4,-7.6,11.7,M_sun,25.3,-7.3,7.0,M_sun,10.687871630965633,,,,1860.0,-840.0,1620.0,Mpc,0.52,-0.19,0.19,,63.5,-9.6,9.6,M_sun,26.6,-4.0,4.0,M_sun,35.9,-3.4,4.0,M_sun,0.34,-0.14,0.24,,5.720513515363399e-05,,,1/yr,1.0,,,,59.3,-8.9,9.1,M_sun
GW190517_055101-v2,GW190517_055101,2,GWTC-2.1-confident,1242107479.8,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190517_055101/v2,39.2,-9.2,13.9,M_sun,24.0,-7.9,7.4,M_sun,10.8,-0.6,0.5,,1790.0,-880.0,1750.0,Mpc,0.49,-0.28,0.21,,64.1,-9.8,9.9,M_sun,26.5,-4.2,4.0,M_sun,,,,,0.33,-0.15,0.26,,0.00035,,,1/yr,1.0,,,,60.1,-9.4,9.9,M_sun
GW190517_055101-v3,GW190517_055101,3,IAS-O3a,1242107479.8,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190517_055101/v3,39.0,-9.0,75.0,M_sun,27.0,-14.0,10.0,M_sun,10.4,,,,2200.0,-1200.0,4600.0,Mpc,0.6,-0.8,0.3,,65.0,-10.0,77.0,M_sun,28.0,-6.0,18.0,M_sun,38.0,-8.0,53.0,M_sun,0.39,-0.18,0.61,,0.001,,,1/yr,1.0,,,,,,,
GW190514_065416-v1,GW190514_065416,1,GWTC-2,1241852074.8,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190514_065416/v1,39.0,-8.2,14.7,M_sun,28.4,-8.8,9.3,M_sun,8.304493549646196,,,,4130.0,-2170.0,2650.0,Mpc,-0.19,-0.32,0.29,,67.2,-10.8,18.7,M_sun,28.5,-4.8,7.9,M_sun,48.1,-7.7,7.5,M_sun,0.67,-0.31,0.33,,0.5266876793595081,,,1/yr,0.95959,,,,64.5,-10.4,17.9,M_sun
GW190514_065416-v2,GW190514_065416,2,GWTC-2.1-confident,1241852074.8,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190514_065416/v2,40.9,-9.3,17.3,M_sun,28.4,-10.1,10.0,M_sun,8.0,-0.6,0.3,,3890.0,-2070.0,2610.0,Mpc,-0.08,-0.35,0.29,,69.3,-12.1,19.8,M_sun,29.1,-5.4,8.1,M_sun,,,,,0.64,-0.3,0.33,,2.8,,,1/yr,0.76021,,,,66.4,-11.5,19.0,M_sun
GW190514_065416-v3,GW190514_065416,3,IAS-O3a,1241852074.8,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190514_065416/v3,39.0,-9.0,80.0,M_sun,28.0,-13.0,14.0,M_sun,8.4,,,,4000.0,-2000.0,5000.0,Mpc,-0.4,-0.5,1.0,,68.0,-13.0,81.0,M_sun,29.0,-6.0,22.0,M_sun,46.0,-10.0,57.0,M_sun,0.6,-0.3,0.6,,0.0034,,,1/yr,0.98,,,,,,,
