event_name,GPS,mass_1_source,mass_2_source,total_mass,chirp_mass,distance_mpc,snr,false_alarm_rate,catalog,commonName,event_date,event_year,event_type,observing_run,mass_bin,distance_bin,mass_ratio,high_confidence
GW230814_230901-v2,1376089759.8,33.7,28.2,61.9,26.8,289.0,42.13,1e-05,O4_Discovery_Papers,GW230814_230901,2023-08-14,2023,BBH,O4,60–100,0–500 Mpc,0.8367952522255192,False
GW230817_212349-v1,1376342647.1,,,,,,7.8,6.2,GWTC-4.0,GW230817_212349,2023-08-17,2023,Unknown,O4,,,,False
GW230819_171910-v1,1376500768.4,70.0,35.0,106.0,42.0,4100.0,9.9,0.011,GWTC-4.0,GW230819_171910,2023-08-19,2023,BBH,O4,100+,2k–5k,0.5,False
GW230820_212515-v1,1376601934.0,62.0,34.0,96.0,38.5,4000.0,9.3,0.24,GWTC-4.0,GW230820_212515,2023-08-20,2023,BBH,O4,60–100,2k–5k,0.5483870967741935,False
GW230822_230337-v1,1376780635.5,,,,,,8.3,1.5,GWTC-4.0,GW230822_230337,2023-08-22,2023,Unknown,O4,,,,False
GW230823_142524-v1,1376835942.6,,,,,,8.8,1.6,GWTC-4.0,GW230823_142524,2023-08-23,2023,Unknown,O4,,,,False
GW230824_033047-v1,1376883065.7,53.0,36.0,88.0,36.9,4700.0,11.1,1e-05,GWTC-4.0,GW230824_033047,2023-08-24,2023,BBH,O4,60–100,2k–5k,0.6792452830188679,False
GW230824_135331-v1,1376920429.9,,,,,,9.7,6.2,GWTC-4.0,GW230824_135331,2023-08-24,2023,Unknown,O4,,,,False
GW230825_041334-v1,1376972032.5,44.0,27.2,71.0,29.5,4900.0,8.8,0.1,GWTC-4.0,GW230825_041334,2023-08-25,2023,BBH,O4,60–100,2k–5k,0.6181818181818182,False
GW230830_064744-v1,1377413282.2,,,,,,8.5,3.5,GWTC-4.0,GW230830_064744,2023-08-30,2023,Unknown,O4,,,,False
GW230831_134621-v1,1377524799.7,,,,,,8.8,12.0,GWTC-4.0,GW230831_134621,2023-08-31,2023,Unknown,O4,,,,False
GW230831_015414-v1,1377482072.1,42.0,30.0,73.0,30.7,4900.0,8.6,0.29,GWTC-4.0,GW230831_015414,2023-08-31,2023,BBH,O4,60–100,2k–5k,0.7142857142857143,False
GW230902_122814-v1,1377692912.9,,,,,,8.1,2.0,GWTC-4.0,GW230902_122814,2023-09-02,2023,Unknown,O4,,,,False
GW230902_172430-v1,1377710688.8,,,,,,8.5,39.0,GWTC-4.0,GW230902_172430,2023-09-02,2023,Unknown,O4,,,,False
GW230902_224555-v1,1377729973.7,,,,,,7.5,51.0,GWTC-4.0,GW230902_224555,2023-09-02,2023,Unknown,O4,,,,False
GW230904_051013-v1,1377839431.1,10.6,7.1,17.9,7.53,1030.0,10.5,3.9e-05,GWTC-4.0,GW230904_051013,2023-09-04,2023,BBH,O4,10–20,1k–2k,0.6698113207547169,False
GW230904_152545-v1,1377876363.2,,,,,,9.2,18.0,GWTC-4.0,GW230904_152545,2023-09-04,2023,Unknown,O4,,,,False
GW230911_195324-v1,1378497222.2,33.9,21.6,55.5,23.2,1350.0,11.1,0.001,GWTC-4.0,GW230911_195324,2023-09-11,2023,BBH,O4,40–60,1k–2k,0.6371681415929205,False
GW230914_111401-v1,1378725259.7,60.0,37.0,96.0,39.8,2700.0,17.2,1e-05,GWTC-4.0,GW230914_111401,2023-09-14,2023,BBH,O4,60–100,2k–5k,0.6166666666666667,False
GW230919_215712-v1,1379195850.0,27.3,21.4,49.1,21.0,1330.0,16.8,1e-05,GWTC-4.0,GW230919_215712,2023-09-19,2023,BBH,O4,40–60,1k–2k,0.7838827838827838,False
GW230920_064709-v1,1379227647.3,,,,,,9.5,4.8,GWTC-4.0,GW230920_064709,2023-09-20,2023,Unknown,O4,,,,False
GW230920_071124-v1,1379229102.7,32.4,23.8,56.4,23.9,2900.0,11.1,1e-05,GWTC-4.0,GW230920_071124,2023-09-20,2023,BBH,O4,40–60,2k–5k,0.7345679012345679,False
GW230922_020344-v1,1379383442.9,39.3,29.2,68.7,29.2,1640.0,13.4,1e-05,GWTC-4.0,GW230922_020344,2023-09-22,2023,BBH,O4,60–100,1k–2k,0.7430025445292622,False
GW230922_040658-v1,1379390836.1,76.0,51.0,125.0,52.0,6500.0,12.5,1e-05,GWTC-4.0,GW230922_040658,2023-09-22,2023,BBH,O4,100+,5k+ Mpc,0.6710526315789473,False
GW230924_124453-v1,1379594711.8,28.8,23.2,51.8,22.3,2400.0,13.5,1e-05,GWTC-4.0,GW230924_124453,2023-09-24,2023,BBH,O4,40–60,2k–5k,0.8055555555555555,False
GW230925_143957-v1,1379688015.5,,,,,,8.0,8.2,GWTC-4.0,GW230925_143957,2023-09-25,2023,Unknown,O4,,,,False
GW230927_043729-v1,1379824667.1,35.0,27.1,61.9,26.5,3200.0,12.1,1e-05,GWTC-4.0,GW230927_043729,2023-09-27,2023,BBH,O4,60–100,2k–5k,0.7742857142857144,False
GW230927_153832-v1,1379864330.9,21.7,16.6,38.3,16.37,1190.0,20.3,1e-05,GWTC-4.0,GW230927_153832,2023-09-27,2023,BBH,O4,20–40,1k–2k,0.7649769585253458,False
GW230928_215827-v1,1379973525.1,54.0,29.0,83.0,33.6,4900.0,10.5,1.5e-05,GWTC-4.0,GW230928_215827,2023-09-28,2023,BBH,O4,60–100,2k–5k,0.5370370370370371,False
GW230930_110730-v1,1380107268.4,34.5,24.4,59.0,24.8,4900.0,9.0,0.17,GWTC-4.0,GW230930_110730,2023-09-30,2023,BBH,O4,40–60,2k–5k,0.7072463768115942,False
GW231001_140220-v1,1380204158.7,76.0,41.0,116.0,46.6,4400.0,11.5,1.6e-05,GWTC-4.0,GW231001_140220,2023-10-01,2023,BBH,O4,100+,2k–5k,0.5394736842105263,False
GW231002_143916-v1,1380292774.7,,,,,,9.4,1.0,GWTC-4.0,GW231002_143916,2023-10-02,2023,Unknown,O4,,,,False
GW231004_232346-v1,1380497044.3,64.0,35.0,99.0,40.0,4400.0,8.9,0.16,GWTC-4.0,GW231004_232346,2023-10-04,2023,BBH,O4,60–100,2k–5k,0.546875,False
GW231005_091549-v1,1380532567.5,28.8,21.2,50.2,21.3,3800.0,11.0,0.04,GWTC-4.0,GW231005_091549,2023-10-05,2023,BBH,O4,40–60,2k–5k,0.736111111111111,False
GW231005_144455-v1,1380552313.4,,,,,,7.3,60.0,GWTC-4.0,GW231005_144455,2023-10-05,2023,Unknown,O4,,,,False
GW231005_021030-v1,1380507049.0,84.0,50.0,133.0,54.0,6300.0,10.4,0.01,GWTC-4.0,GW231005_021030,2023-10-05,2023,BBH,O4,100+,5k+ Mpc,0.5952380952380952,False
GW231008_142521-v1,1380810339.8,45.0,25.6,71.0,29.0,3000.0,9.3,0.0016,GWTC-4.0,GW231008_142521,2023-10-08,2023,BBH,O4,60–100,2k–5k,0.5688888888888889,False
GW231013_135504-v1,1381240522.4,,,,,,8.4,64.0,GWTC-4.0,GW231013_135504,2023-10-13,2023,Unknown,O4,,,,False
GW231014_040532-v1,1381291551.0,20.6,14.7,35.6,15.0,2300.0,9.0,0.21,GWTC-4.0,GW231014_040532,2023-10-14,2023,BBH,O4,20–40,2k–5k,0.7135922330097086,False
GW231018_233037-v1,1381707055.0,11.6,7.3,19.0,7.9,1540.0,9.1,0.68,GWTC-4.0,GW231018_233037,2023-10-18,2023,BBH,O4,10–20,1k–2k,0.6293103448275862,False
GW231020_142947-v1,1381847405.6,12.0,7.4,19.8,8.07,1230.0,12.0,1e-05,GWTC-4.0,GW231020_142947,2023-10-20,2023,BBH,O4,10–20,1k–2k,0.6166666666666667,False
GW231026_130704-v1,1382360842.2,,,,,,8.3,1.7,GWTC-4.0,GW231026_130704,2023-10-26,2023,Unknown,O4,,,,False
GW231028_153006-v1,1382542224.3,94.0,59.0,153.0,63.0,4200.0,22.4,1e-05,GWTC-4.0,GW231028_153006,2023-10-28,2023,BBH,O4,100+,2k–5k,0.6276595744680851,False
GW231029_111508-v1,1382613326.8,65.0,42.0,106.0,44.4,3100.0,10.8,5.2e-05,GWTC-4.0,GW231029_111508,2023-10-29,2023,BBH,O4,100+,2k–5k,0.6461538461538462,False
GW231102_071736-v1,1382944674.4,61.0,42.0,102.0,43.3,3800.0,15.6,1e-05,GWTC-4.0,GW231102_071736,2023-11-02,2023,BBH,O4,100+,2k–5k,0.6885245901639344,False
GW231102_052214-v1,1382937752.4,,,,,,7.9,4.0,GWTC-4.0,GW231102_052214,2023-11-02,2023,Unknown,O4,,,,False
GW231102_232433-v1,1383002691.5,,,,,,7.6,2.5,GWTC-4.0,GW231102_232433,2023-11-02,2023,Unknown,O4,,,,False
GW231104_133418-v1,1383140076.9,12.2,8.6,21.0,8.84,1470.0,11.8,1e-05,GWTC-4.0,GW231104_133418,2023-11-04,2023,BBH,O4,20–40,1k–2k,0.7049180327868853,False
GW231108_125142-v1,1383483120.5,23.2,17.4,40.6,17.3,2050.0,12.6,1e-05,GWTC-4.0,GW231108_125142,2023-11-08,2023,BBH,O4,40–60,2k–5k,0.75,False
GW231110_040320-v1,1383624218.2,19.4,12.6,32.2,13.4,1890.0,11.5,1e-05,GWTC-4.0,GW231110_040320,2023-11-10,2023,BBH,O4,20–40,1k–2k,0.6494845360824743,False
GW231113_200417-v1,1383941075.9,11.6,7.4,19.2,8.0,1160.0,10.5,3.8e-05,GWTC-4.0,GW231113_200417,2023-11-13,2023,BBH,O4,10–20,1k–2k,0.6379310344827587,False
GW231113_150041-v1,1383922859.4,,,,,,8.7,1.7999999999999998,GWTC-4.0,GW231113_150041,2023-11-13,2023,Unknown,O4,,,,False
GW231113_122623-v1,1383913601.9,39.8,26.4,67.0,27.9,3400.0,8.6,0.28,GWTC-4.0,GW231113_122623,2023-11-13,2023,BBH,O4,60–100,2k–5k,0.6633165829145728,False
GW231114_043211-v1,1383971549.2,22.8,8.2,31.1,11.6,1390.0,10.0,0.00013,GWTC-4.0,GW231114_043211,2023-11-14,2023,BBH,O4,20–40,1k–2k,0.3596491228070175,False
GW231118_090602-v1,1384333580.0,12.9,7.4,20.6,8.36,1360.0,11.0,1e-05,GWTC-4.0,GW231118_090602,2023-11-18,2023,BBH,O4,20–40,1k–2k,0.5736434108527132,False
GW231118_005626-v1,1384304204.8,20.0,10.8,31.0,12.6,2190.0,10.7,1e-05,GWTC-4.0,GW231118_005626,2023-11-18,2023,BBH,O4,20–40,2k–5k,0.54,False
GW231118_071402-v1,1384326860.2,43.0,29.0,72.0,30.3,4300.0,9.2,0.0028,GWTC-4.0,GW231118_071402,2023-11-18,2023,BBH,O4,60–100,2k–5k,0.6744186046511628,False
GW231119_075248-v1,1384415586.1,49.0,33.0,82.0,34.5,6700.0,8.3,0.019,GWTC-4.0,GW231119_075248,2023-11-19,2023,BBH,O4,60–100,5k+ Mpc,0.673469387755102,False
GW231120_022103-v1,1384482081.0,,,,,,10.0,3.8,GWTC-4.0,GW231120_022103,2023-11-20,2023,Unknown,O4,,,,False
GW231123_135430-v2,1384782888.7,137.0,101.0,236.0,101.0,2200.0,21.8,1e-05,GWTC-4.0,GW231123_135430,2023-11-23,2023,BBH,O4,100+,2k–5k,0.7372262773722628,False
GW231123_135430-v1,1384782888.6,137.0,101.0,236.0,,2200.0,20.7,0.0001,O4_Discovery_Papers,GW231123_135430,2023-11-23,2023,BBH,O4,100+,2k–5k,0.7372262773722628,False
GW231126_010928-v1,1384996186.3,,,,,,9.1,4.2,GWTC-4.0,GW231126_010928,2023-11-26,2023,Unknown,O4,,,,False
GW231127_165300-v1,1385139198.9,45.0,28.0,74.0,30.4,4500.0,9.9,0.01,GWTC-4.0,GW231127_165300,2023-11-27,2023,BBH,O4,60–100,2k–5k,0.6222222222222222,False
GW231129_081745-v1,1385281083.6,45.0,23.8,69.0,27.8,3800.0,9.4,0.056,GWTC-4.0,GW231129_081745,2023-11-29,2023,BBH,O4,60–100,2k–5k,0.5288888888888889,False
GW231204_090648-v1,1385716026.9,,,,,,8.4,3.6,GWTC-4.0,GW231204_090648,2023-12-04,2023,Unknown,O4,,,,False
GW231206_233901-v1,1385941159.5,37.6,28.5,66.0,28.2,1490.0,21.9,1e-05,GWTC-4.0,GW231206_233901,2023-12-06,2023,BBH,O4,60–100,1k–2k,0.7579787234042553,False
GW231206_233134-v1,1385940712.5,35.6,28.2,63.5,27.2,3200.0,12.8,1e-05,GWTC-4.0,GW231206_233134,2023-12-06,2023,BBH,O4,60–100,2k–5k,0.7921348314606741,False
GW231206_010629-v1,1385860007.2,,,,,,9.7,6.9,GWTC-4.0,GW231206_010629,2023-12-06,2023,Unknown,O4,,,,False
GW231213_111417-v1,1386501275.9,35.6,27.2,62.6,26.7,4000.0,10.4,1e-05,GWTC-4.0,GW231213_111417,2023-12-13,2023,BBH,O4,60–100,2k–5k,0.7640449438202247,False
GW231220_173406-v1,1387128864.2,,,,,,7.9,6.2,GWTC-4.0,GW231220_173406,2023-12-20,2023,Unknown,O4,,,,False
GW231221_135041-v1,1387201859.3,47.0,29.0,76.0,31.0,4600.0,10.0,0.54,GWTC-4.0,GW231221_135041,2023-12-21,2023,BBH,O4,60–100,2k–5k,0.6170212765957447,False
GW231223_032836-v1,1387337334.1,46.0,31.0,76.0,31.9,4200.0,10.2,0.00038,GWTC-4.0,GW231223_032836,2023-12-23,2023,BBH,O4,60–100,2k–5k,0.6739130434782609,False
GW231223_075055-v1,1387353073.3,11.9,6.8,19.0,7.8,970.0,9.4,0.55,GWTC-4.0,GW231223_075055,2023-12-23,2023,BBH,O4,10–20,500–1k,0.5714285714285714,False
GW231223_202619-v1,1387398397.0,11.1,8.3,19.6,8.35,890.0,10.0,0.002,GWTC-4.0,GW231223_202619,2023-12-23,2023,BBH,O4,10–20,500–1k,0.7477477477477479,False
GW231224_024321-v1,1387421020.0,9.3,7.31,16.66,7.13,950.0,14.0,1e-05,GWTC-4.0,GW231224_024321,2023-12-24,2023,BBH,O4,10–20,500–1k,0.786021505376344,False
GW231226_101520-v1,1387620938.3,40.2,35.1,75.0,32.5,1180.0,34.7,1e-05,GWTC-4.0,GW231226_101520,2023-12-26,2023,BBH,O4,60–100,1k–2k,0.8731343283582089,False
GW231230_170116-v1,1387990895.0,53.0,35.0,89.0,37.0,5700.0,8.2,0.42,GWTC-4.0,GW231230_170116,2023-12-30,2023,BBH,O4,60–100,5k+ Mpc,0.660377358490566,False
GW231231_154016-v1,1388072434.7,22.5,17.2,39.9,17.1,1070.0,13.4,1e-05,GWTC-4.0,GW231231_154016,2023-12-31,2023,BBH,O4,20–40,1k–2k,0.7644444444444444,False
GW231231_120147-v1,1388059325.6,,,,,,11.3,4.5,GWTC-4.0,GW231231_120147,2023-12-31,2023,Unknown,O4,,,,False
GW240104_164932-v1,1388422190.6,42.3,32.2,74.3,31.8,1910.0,14.8,1e-05,GWTC-4.0,GW240104_164932,2024-01-04,2024,BBH,O4,60–100,1k–2k,0.7612293144208039,False
GW240105_151143-v1,1388502721.2,,,,,,25.9,3.3,GWTC-4.0,GW240105_151143,2024-01-05,2024,Unknown,O4,,,,False
GW240107_013215-v1,1388626353.7,59.0,33.0,92.0,36.7,5800.0,9.6,0.028,GWTC-4.0,GW240107_013215,2024-01-07,2024,BBH,O4,60–100,5k+ Mpc,0.559322033898305,False
GW240109_050431-v1,1388811889.8,28.7,18.1,47.1,19.7,1500.0,10.4,0.0002299999999999,GWTC-4.0,GW240109_050431,2024-01-09,2024,BBH,O4,40–60,1k–2k,0.6306620209059234,False
GW240925_005809-v1,1411261108.0,9.0,7.0,16.1,6.85,356.0,31.96,1e-05,O4_Discovery_Papers,GW240925_005809,2024-09-25,2024,BBH,O4,10–20,0–500 Mpc,0.7777777777777778,False
GW241011_233834-v1,1412725132.9,19.6,5.9,,9.1,214.0,,1e-05,O4_Discovery_Papers,GW241011_233834,2024-10-11,2024,BBH,O4,,0–500 Mpc,0.3010204081632653,False
GW241110_124123-v1,1415277701.7,17.2,7.7,,9.8,736.0,,0.00063,O4_Discovery_Papers,GW241110_124123,2024-11-10,2024,BBH,O4,,500–1k,0.4476744186046512,False
GW250114_082203-v1,1420878141.2,33.6,32.2,65.8,28.6,403.0,,,O4_Discovery_Papers,GW250114_082203,2025-01-14,2025,BBH,O4,60–100,0–500 Mpc,0.9583333333333334,False
GW250207_115645-v1,1422964623.3,35.2,30.6,65.9,28.57,187.0,68.91,1e-05,O4_Discovery_Papers,GW250207_115645,2025-02-07,2025,BBH,O4,60–100,0–500 Mpc,0.8693181818181818,False
